,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
368,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Percentage guilty,v61313712,8.28.4.5.5.4,0.44
369,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60369746,8.28.4.5.5.6,5.0
370,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60370392,8.29.2.5.3.3,1.0
371,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313780,8.29.2.5.3.4,0.25
372,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60370394,8.29.2.5.3.6,3.0
373,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60370398,8.29.2.5.4.3,30.0
374,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313781,8.29.2.5.4.4,0.44
375,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Multiple-charge cases,Acquitted,v60370399,8.29.2.5.4.5,1.0
376,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60370400,8.29.2.5.4.6,37.0
377,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Related charges,Guilty,v60370404,8.29.2.5.5.3,30.0
378,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313782,8.29.2.5.5.4,0.12
379,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Related charges,Acquitted,v60370405,8.29.2.5.5.5,1.0
380,2019,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60370406,8.29.2.5.5.6,218.0
381,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60370572,8.29.3.5.3.3,4.0
382,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313800,8.29.3.5.3.4,0.44
383,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60370574,8.29.3.5.3.6,5.0
384,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60370578,8.29.3.5.4.3,61.0
385,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313801,8.29.3.5.4.4,0.61
386,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60370580,8.29.3.5.4.6,39.0
387,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Related charges,Guilty,v60370584,8.29.3.5.5.3,42.0
388,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313802,8.29.3.5.5.4,0.09
389,2019,Manitoba,2016A000246,Weapons,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60370586,8.29.3.5.5.6,416.0
390,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60370758,8.29.4.5.4.3,1.0
391,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313821,8.29.4.5.4.4,0.33
392,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60370760,8.29.4.5.4.6,2.0
393,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Related charges,Guilty,v60370764,8.29.4.5.5.3,4.0
394,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Related charges,Percentage guilty,v61313822,8.29.4.5.5.4,0.5
395,2019,Manitoba,2016A000246,Weapons,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60370766,8.29.4.5.5.6,4.0
396,2019,Manitoba,2016A000246,Disturbing the peace,12 to 15 years,Sex unknown,Related charges,Guilty,v60372444,8.31.2.5.5.3,1.0
397,2019,Manitoba,2016A000246,Disturbing the peace,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314002,8.31.2.5.5.4,0.08
398,2019,Manitoba,2016A000246,Disturbing the peace,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60372446,8.31.2.5.5.6,11.0
399,2019,Manitoba,2016A000246,Disturbing the peace,16 and 17 years,Sex unknown,Related charges,Guilty,v60372624,8.31.3.5.5.3,2.0
400,2019,Manitoba,2016A000246,Disturbing the peace,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314022,8.31.3.5.5.4,0.2
401,2019,Manitoba,2016A000246,Disturbing the peace,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60372626,8.31.3.5.5.6,8.0
402,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60373452,8.32.2.5.3.3,1.0
403,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61314110,8.32.2.5.3.4,0.5
404,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60373454,8.32.2.5.3.6,1.0
405,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60373458,8.32.2.5.4.3,4.0
406,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314111,8.32.2.5.4.4,0.57
407,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60373460,8.32.2.5.4.6,3.0
408,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Related charges,Guilty,v60373464,8.32.2.5.5.3,4.0
409,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314112,8.32.2.5.5.4,0.15
410,2019,Manitoba,2016A000246,Residual Criminal Code,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60373466,8.32.2.5.5.6,23.0
411,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60373632,8.32.3.5.3.3,1.0
412,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61314130,8.32.3.5.3.4,0.5
413,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60373634,8.32.3.5.3.6,1.0
414,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60373638,8.32.3.5.4.3,12.0
415,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314131,8.32.3.5.4.4,0.86
416,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60373640,8.32.3.5.4.6,2.0
417,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Related charges,Guilty,v60373644,8.32.3.5.5.3,4.0
418,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314132,8.32.3.5.5.4,0.15
419,2019,Manitoba,2016A000246,Residual Criminal Code,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60373646,8.32.3.5.5.6,22.0
420,2019,Manitoba,2016A000246,Residual Criminal Code,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60373826,8.32.4.5.5.6,1.0
421,2019,Manitoba,2016A000246,Criminal Code traffic,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60374478,8.33.2.5.4.3,3.0
422,2019,Manitoba,2016A000246,Criminal Code traffic,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314221,8.33.2.5.4.4,1.0
423,2019,Manitoba,2016A000246,Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Guilty,v60374484,8.33.2.5.5.3,3.0
424,2019,Manitoba,2016A000246,Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314222,8.33.2.5.5.4,0.5
425,2019,Manitoba,2016A000246,Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60374486,8.33.2.5.5.6,3.0
426,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60374654,8.33.3.5.3.6,1.0
427,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60374658,8.33.3.5.4.3,4.0
428,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314241,8.33.3.5.4.4,0.57
429,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60374660,8.33.3.5.4.6,3.0
430,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Related charges,Guilty,v60374664,8.33.3.5.5.3,1.0
431,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314242,8.33.3.5.5.4,0.08
432,2019,Manitoba,2016A000246,Criminal Code traffic,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60374666,8.33.3.5.5.6,11.0
433,2019,Manitoba,2016A000246,Impaired driving,12 to 15 years,Sex unknown,Related charges,Guilty,v60375504,8.34.2.5.5.3,1.0
434,2019,Manitoba,2016A000246,Impaired driving,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314332,8.34.2.5.5.4,1.0
435,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60375674,8.34.3.5.3.6,1.0
436,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60375678,8.34.3.5.4.3,1.0
437,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314351,8.34.3.5.4.4,1.0
438,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Related charges,Guilty,v60375684,8.34.3.5.5.3,1.0
439,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314352,8.34.3.5.5.4,0.2
440,2019,Manitoba,2016A000246,Impaired driving,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60375686,8.34.3.5.5.6,4.0
441,2019,Manitoba,2016A000246,Other Criminal Code traffic,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60376518,8.35.2.5.4.3,3.0
442,2019,Manitoba,2016A000246,Other Criminal Code traffic,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314441,8.35.2.5.4.4,1.0
443,2019,Manitoba,2016A000246,Other Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Guilty,v60376524,8.35.2.5.5.3,2.0
444,2019,Manitoba,2016A000246,Other Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314442,8.35.2.5.5.4,0.4
445,2019,Manitoba,2016A000246,Other Criminal Code traffic,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60376526,8.35.2.5.5.6,3.0
446,2019,Manitoba,2016A000246,Other Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60376698,8.35.3.5.4.3,3.0
447,2019,Manitoba,2016A000246,Other Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314461,8.35.3.5.4.4,0.5
448,2019,Manitoba,2016A000246,Other Criminal Code traffic,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60376700,8.35.3.5.4.6,3.0
449,2019,Manitoba,2016A000246,Other Criminal Code traffic,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60376706,8.35.3.5.5.6,7.0
450,2019,Manitoba,2016A000246,Drug possession,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60378554,8.37.2.5.3.6,3.0
451,2019,Manitoba,2016A000246,Drug possession,12 to 15 years,Sex unknown,Related charges,Guilty,v60378564,8.37.2.5.5.3,3.0
452,2019,Manitoba,2016A000246,Drug possession,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61314662,8.37.2.5.5.4,0.43
453,2019,Manitoba,2016A000246,Drug possession,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60378566,8.37.2.5.5.6,4.0
454,2019,Manitoba,2016A000246,Drug possession,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60378734,8.37.3.5.3.6,3.0
455,2019,Manitoba,2016A000246,Drug possession,16 and 17 years,Sex unknown,Related charges,Guilty,v60378744,8.37.3.5.5.3,2.0
456,2019,Manitoba,2016A000246,Drug possession,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314682,8.37.3.5.5.4,0.13
457,2019,Manitoba,2016A000246,Drug possession,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60378746,8.37.3.5.5.6,13.0
458,2019,Manitoba,2016A000246,Other drug offences,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60379572,8.38.2.5.3.3,1.0
459,2019,Manitoba,2016A000246,Other drug offences,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61314770,8.38.2.5.3.4,1.0
460,2019,Manitoba,2016A000246,Other drug offences,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60379586,8.38.2.5.5.6,1.0
461,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60379752,8.38.3.5.3.3,2.0
462,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61314790,8.38.3.5.3.4,0.5
463,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60379754,8.38.3.5.3.6,2.0
464,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60379758,8.38.3.5.4.3,9.0
465,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61314791,8.38.3.5.4.4,0.82
466,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60379760,8.38.3.5.4.6,2.0
467,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Related charges,Guilty,v60379764,8.38.3.5.5.3,2.0
468,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61314792,8.38.3.5.5.4,0.17
469,2019,Manitoba,2016A000246,Other drug offences,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60379766,8.38.3.5.5.6,10.0
470,2019,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60381806,8.40.3.5.5.6,1.0
