,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
13390,2003,Manitoba,2016A000246,Drug possession,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60378702,8.37.3.3.4.6,1.0
13391,2003,Manitoba,2016A000246,Drug possession,16 and 17 years,Females,Related charges,Guilty,v60378710,8.37.3.3.5.3,3.0
13392,2003,Manitoba,2016A000246,Drug possession,16 and 17 years,Females,Related charges,Percentage guilty,v61314677,8.37.3.3.5.4,0.6
13393,2003,Manitoba,2016A000246,Drug possession,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60378714,8.37.3.3.5.6,2.0
13394,2003,Manitoba,2016A000246,Drug possession,Other ages,Males,Single-charge cases,Guilty,v60378806,8.37.4.2.3.3,1.0
13395,2003,Manitoba,2016A000246,Drug possession,Other ages,Males,Single-charge cases,Percentage guilty,v61314690,8.37.4.2.3.4,1.0
13396,2003,Manitoba,2016A000246,Drug possession,Other ages,Males,Related charges,Guilty,v60378830,8.37.4.2.5.3,1.0
13397,2003,Manitoba,2016A000246,Drug possession,Other ages,Males,Related charges,Percentage guilty,v61314692,8.37.4.2.5.4,1.0
13398,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Males,Multiple-charge cases,Guilty,v60379478,8.38.2.2.4.3,4.0
13399,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61314761,8.38.2.2.4.4,1.0
13400,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Males,Related charges,Guilty,v60379490,8.38.2.2.5.3,1.0
13401,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Males,Related charges,Percentage guilty,v61314762,8.38.2.2.5.4,0.33
13402,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Males,Related charges,Acquitted,v60379492,8.38.2.2.5.5,2.0
13403,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Females,Single-charge cases,Guilty,v60379526,8.38.2.3.3.3,1.0
13404,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61314765,8.38.2.3.3.4,0.5
13405,2003,Manitoba,2016A000246,Other drug offences,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60379530,8.38.2.3.3.6,1.0
13406,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Single-charge cases,Guilty,v60379646,8.38.3.2.3.3,8.0
13407,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61314780,8.38.3.2.3.4,0.8
13408,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60379650,8.38.3.2.3.6,2.0
13409,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Multiple-charge cases,Guilty,v60379658,8.38.3.2.4.3,17.0
13410,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61314781,8.38.3.2.4.4,0.77
13411,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60379662,8.38.3.2.4.6,4.0
13412,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Multiple-charge cases,Other decisions,v60379664,8.38.3.2.4.7,1.0
13413,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Related charges,Guilty,v60379670,8.38.3.2.5.3,4.0
13414,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Related charges,Percentage guilty,v61314782,8.38.3.2.5.4,0.12
13415,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Related charges,Acquitted,v60379672,8.38.3.2.5.5,10.0
13416,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60379674,8.38.3.2.5.6,19.0
13417,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60379710,8.38.3.3.3.6,1.0
13418,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Females,Multiple-charge cases,Guilty,v60379718,8.38.3.3.4.3,1.0
13419,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61314786,8.38.3.3.4.4,0.33
13420,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60379722,8.38.3.3.4.6,2.0
13421,2003,Manitoba,2016A000246,Other drug offences,16 and 17 years,Females,Related charges,Acquitted,v60379732,8.38.3.3.5.5,2.0
13422,2003,Manitoba,2016A000246,Other drug offences,Other ages,Males,Multiple-charge cases,Stayed or withdrawn,v60379842,8.38.4.2.4.6,1.0
13423,2003,Manitoba,2016A000246,Residual federal statutes,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60381522,8.40.2.2.4.6,1.0
13424,2003,Manitoba,2016A000246,Residual federal statutes,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60381534,8.40.2.2.5.6,1.0
13425,2003,Manitoba,2016A000246,Residual federal statutes,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60381594,8.40.2.3.5.6,1.0
13426,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Single-charge cases,Guilty,v60381686,8.40.3.2.3.3,1.0
13427,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61315000,8.40.3.2.3.4,1.0
13428,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Multiple-charge cases,Guilty,v60381698,8.40.3.2.4.3,1.0
13429,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61315001,8.40.3.2.4.4,0.5
13430,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60381702,8.40.3.2.4.6,1.0
13431,2003,Manitoba,2016A000246,Residual federal statutes,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60381714,8.40.3.2.5.6,1.0
13432,2004,Manitoba,2016A000246,Homicide,12 to 15 years,Males,Single-charge cases,Guilty,v60345806,8.5.2.2.3.3,1.0
13433,2004,Manitoba,2016A000246,Homicide,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311130,8.5.2.2.3.4,1.0
13434,2004,Manitoba,2016A000246,Homicide,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60345870,8.5.2.3.3.6,1.0
13435,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Single-charge cases,Guilty,v60345986,8.5.3.2.3.3,2.0
13436,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311150,8.5.3.2.3.4,0.67
13437,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60345990,8.5.3.2.3.6,1.0
13438,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Multiple-charge cases,Guilty,v60345998,8.5.3.2.4.3,1.0
13439,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311151,8.5.3.2.4.4,0.5
13440,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60346002,8.5.3.2.4.6,1.0
13441,2004,Manitoba,2016A000246,Homicide,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60346014,8.5.3.2.5.6,1.0
13442,2004,Manitoba,2016A000246,Homicide,Other ages,Males,Multiple-charge cases,Guilty,v60346178,8.5.4.2.4.3,1.0
13443,2004,Manitoba,2016A000246,Homicide,Other ages,Males,Multiple-charge cases,Percentage guilty,v61311171,8.5.4.2.4.4,1.0
13444,2004,Manitoba,2016A000246,Attempted murder,12 to 15 years,Males,Multiple-charge cases,Guilty,v60346838,8.6.2.2.4.3,1.0
13445,2004,Manitoba,2016A000246,Attempted murder,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311241,8.6.2.2.4.4,1.0
13446,2004,Manitoba,2016A000246,Attempted murder,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60347034,8.6.3.2.5.6,1.0
13447,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Single-charge cases,Guilty,v60347846,8.7.2.2.3.3,5.0
13448,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311350,8.7.2.2.3.4,0.83
13449,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60347850,8.7.2.2.3.6,1.0
13450,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Multiple-charge cases,Guilty,v60347858,8.7.2.2.4.3,21.0
13451,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311351,8.7.2.2.4.4,0.95
13452,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60347862,8.7.2.2.4.6,1.0
13453,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Related charges,Guilty,v60347870,8.7.2.2.5.3,5.0
13454,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Related charges,Percentage guilty,v61311352,8.7.2.2.5.4,0.29
13455,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Related charges,Acquitted,v60347872,8.7.2.2.5.5,1.0
13456,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60347874,8.7.2.2.5.6,11.0
13457,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Single-charge cases,Guilty,v60347906,8.7.2.3.3.3,2.0
13458,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311355,8.7.2.3.3.4,0.5
13459,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60347910,8.7.2.3.3.6,2.0
13460,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Multiple-charge cases,Guilty,v60347918,8.7.2.3.4.3,10.0
13461,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311356,8.7.2.3.4.4,0.83
13462,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60347922,8.7.2.3.4.6,2.0
13463,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Related charges,Guilty,v60347930,8.7.2.3.5.3,9.0
13464,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Related charges,Percentage guilty,v61311357,8.7.2.3.5.4,0.45
13465,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60347934,8.7.2.3.5.6,11.0
13466,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60347958,8.7.2.5.4.3,1.0
13467,2004,Manitoba,2016A000246,Robbery,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61311361,8.7.2.5.4.4,1.0
13468,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Single-charge cases,Guilty,v60348026,8.7.3.2.3.3,5.0
13469,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311370,8.7.3.2.3.4,0.63
13470,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60348030,8.7.3.2.3.6,3.0
13471,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Multiple-charge cases,Guilty,v60348038,8.7.3.2.4.3,27.0
13472,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311371,8.7.3.2.4.4,0.96
13473,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60348042,8.7.3.2.4.6,1.0
13474,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Related charges,Guilty,v60348050,8.7.3.2.5.3,33.0
13475,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Related charges,Percentage guilty,v61311372,8.7.3.2.5.4,0.6
13476,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60348054,8.7.3.2.5.6,22.0
13477,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60348090,8.7.3.3.3.6,2.0
13478,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Multiple-charge cases,Guilty,v60348098,8.7.3.3.4.3,4.0
13479,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311376,8.7.3.3.4.4,0.67
13480,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Multiple-charge cases,Acquitted,v60348100,8.7.3.3.4.5,1.0
13481,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60348102,8.7.3.3.4.6,1.0
13482,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Related charges,Guilty,v60348110,8.7.3.3.5.3,3.0
13483,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Related charges,Percentage guilty,v61311377,8.7.3.3.5.4,0.38
13484,2004,Manitoba,2016A000246,Robbery,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60348114,8.7.3.3.5.6,5.0
13485,2004,Manitoba,2016A000246,Robbery,Other ages,Males,Multiple-charge cases,Stayed or withdrawn,v60348222,8.7.4.2.4.6,1.0
13486,2004,Manitoba,2016A000246,Robbery,Other ages,Females,Multiple-charge cases,Guilty,v60348278,8.7.4.3.4.3,1.0
13487,2004,Manitoba,2016A000246,Robbery,Other ages,Females,Multiple-charge cases,Percentage guilty,v61311396,8.7.4.3.4.4,1.0
13488,2004,Manitoba,2016A000246,Robbery,Other ages,Females,Related charges,Stayed or withdrawn,v60348294,8.7.4.3.5.6,1.0
13489,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Single-charge cases,Guilty,v60348866,8.8.2.2.3.3,7.0
13490,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311460,8.8.2.2.3.4,0.7
13491,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Single-charge cases,Acquitted,v60348868,8.8.2.2.3.5,1.0
13492,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60348870,8.8.2.2.3.6,2.0
13493,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Multiple-charge cases,Guilty,v60348878,8.8.2.2.4.3,13.0
13494,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311461,8.8.2.2.4.4,0.48
13495,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Multiple-charge cases,Acquitted,v60348880,8.8.2.2.4.5,2.0
13496,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60348882,8.8.2.2.4.6,12.0
13497,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Related charges,Guilty,v60348890,8.8.2.2.5.3,5.0
13498,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Related charges,Percentage guilty,v61311462,8.8.2.2.5.4,0.21
13499,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Related charges,Acquitted,v60348892,8.8.2.2.5.5,2.0
13500,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60348894,8.8.2.2.5.6,17.0
13501,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Females,Single-charge cases,Guilty,v60348926,8.8.2.3.3.3,1.0
13502,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311465,8.8.2.3.3.4,1.0
13503,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Females,Multiple-charge cases,Guilty,v60348938,8.8.2.3.4.3,1.0
13504,2004,Manitoba,2016A000246,Sexual assault,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311466,8.8.2.3.4.4,1.0
13505,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Single-charge cases,Acquitted,v60349048,8.8.3.2.3.5,2.0
13506,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60349050,8.8.3.2.3.6,1.0
13507,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Multiple-charge cases,Guilty,v60349058,8.8.3.2.4.3,6.0
13508,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311481,8.8.3.2.4.4,0.55
13509,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60349062,8.8.3.2.4.6,5.0
13510,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Related charges,Guilty,v60349070,8.8.3.2.5.3,1.0
13511,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Related charges,Percentage guilty,v61311482,8.8.3.2.5.4,0.17
13512,2004,Manitoba,2016A000246,Sexual assault,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60349074,8.8.3.2.5.6,5.0
13513,2004,Manitoba,2016A000246,Sexual assault,Other ages,Males,Related charges,Stayed or withdrawn,v60349254,8.8.4.2.5.6,1.0
13514,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60349890,8.9.2.2.3.6,1.0
13515,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Multiple-charge cases,Guilty,v60349898,8.9.2.2.4.3,5.0
13516,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311571,8.9.2.2.4.4,0.83
13517,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60349902,8.9.2.2.4.6,1.0
13518,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Guilty,v60349910,8.9.2.2.5.3,6.0
13519,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Percentage guilty,v61311572,8.9.2.2.5.4,0.15
13520,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Acquitted,v60349912,8.9.2.2.5.5,6.0
13521,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60349914,8.9.2.2.5.6,28.0
13522,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Females,Related charges,Guilty,v60349970,8.9.2.3.5.3,1.0
13523,2004,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Females,Related charges,Percentage guilty,v61311577,8.9.2.3.5.4,1.0
13524,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60350070,8.9.3.2.3.6,1.0
13525,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Guilty,v60350078,8.9.3.2.4.3,5.0
13526,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311591,8.9.3.2.4.4,0.83
13527,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60350082,8.9.3.2.4.6,1.0
13528,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Guilty,v60350090,8.9.3.2.5.3,1.0
13529,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Percentage guilty,v61311592,8.9.3.2.5.4,0.13
13530,2004,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60350094,8.9.3.2.5.6,7.0
13531,2004,Manitoba,2016A000246,Other sexual offences,Other ages,Males,Related charges,Stayed or withdrawn,v60350274,8.9.4.2.5.6,1.0
13532,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Guilty,v60350906,8.10.2.2.3.3,5.0
13533,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311680,8.10.2.2.3.4,0.33
13534,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60350910,8.10.2.2.3.6,10.0
13535,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Guilty,v60350918,8.10.2.2.4.3,27.0
13536,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311681,8.10.2.2.4.4,0.84
13537,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60350922,8.10.2.2.4.6,5.0
13538,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Guilty,v60350930,8.10.2.2.5.3,16.0
13539,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Percentage guilty,v61311682,8.10.2.2.5.4,0.24
13540,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Acquitted,v60350932,8.10.2.2.5.5,1.0
13541,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60350934,8.10.2.2.5.6,51.0
13542,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Guilty,v60350966,8.10.2.3.3.3,4.0
13543,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311685,8.10.2.3.3.4,0.5
13544,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60350970,8.10.2.3.3.6,4.0
13545,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Guilty,v60350978,8.10.2.3.4.3,14.0
13546,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311686,8.10.2.3.4.4,0.78
13547,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60350982,8.10.2.3.4.6,4.0
13548,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Guilty,v60350990,8.10.2.3.5.3,4.0
13549,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Percentage guilty,v61311687,8.10.2.3.5.4,0.19
13550,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60350994,8.10.2.3.5.6,17.0
13551,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60351014,8.10.2.5.3.6,1.0
13552,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Sex unknown,Related charges,Guilty,v60351024,8.10.2.5.5.3,1.0
13553,2004,Manitoba,2016A000246,Major assault,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61311692,8.10.2.5.5.4,1.0
13554,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Guilty,v60351086,8.10.3.2.3.3,19.0
13555,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311700,8.10.3.2.3.4,0.59
13556,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60351090,8.10.3.2.3.6,13.0
13557,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Guilty,v60351098,8.10.3.2.4.3,39.0
13558,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311701,8.10.3.2.4.4,0.71
13559,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Acquitted,v60351100,8.10.3.2.4.5,1.0
13560,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60351102,8.10.3.2.4.6,15.0
13561,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Guilty,v60351110,8.10.3.2.5.3,22.0
13562,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Percentage guilty,v61311702,8.10.3.2.5.4,0.18
13563,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Acquitted,v60351112,8.10.3.2.5.5,5.0
13564,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60351114,8.10.3.2.5.6,97.0
13565,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Guilty,v60351146,8.10.3.3.3.3,8.0
13566,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311705,8.10.3.3.3.4,0.53
13567,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60351150,8.10.3.3.3.6,7.0
13568,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Guilty,v60351158,8.10.3.3.4.3,13.0
13569,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311706,8.10.3.3.4.4,0.62
13570,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Acquitted,v60351160,8.10.3.3.4.5,1.0
13571,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60351162,8.10.3.3.4.6,7.0
13572,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Guilty,v60351170,8.10.3.3.5.3,3.0
13573,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Percentage guilty,v61311707,8.10.3.3.5.4,0.17
13574,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Acquitted,v60351172,8.10.3.3.5.5,1.0
13575,2004,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60351174,8.10.3.3.5.6,14.0
13576,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Single-charge cases,Guilty,v60351266,8.10.4.2.3.3,2.0
13577,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Single-charge cases,Percentage guilty,v61311720,8.10.4.2.3.4,0.5
13578,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60351270,8.10.4.2.3.6,2.0
13579,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Multiple-charge cases,Guilty,v60351278,8.10.4.2.4.3,2.0
13580,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Multiple-charge cases,Percentage guilty,v61311721,8.10.4.2.4.4,1.0
13581,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Related charges,Guilty,v60351290,8.10.4.2.5.3,1.0
13582,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Related charges,Percentage guilty,v61311722,8.10.4.2.5.4,0.2
13583,2004,Manitoba,2016A000246,Major assault,Other ages,Males,Related charges,Stayed or withdrawn,v60351294,8.10.4.2.5.6,4.0
13584,2004,Manitoba,2016A000246,Major assault,Other ages,Females,Single-charge cases,Guilty,v60351326,8.10.4.3.3.3,1.0
